λ,λ_sobre_λc,tamaño_medio,tamaño_std
0.03722172751558326,0.2,0.00583804143126177,0.0014587507895319845
0.07444345503116652,0.4,0.006685499058380414,0.004094159873682404
0.11166518254674977,0.6,0.008192090395480228,0.005140827268522567
0.14888691006233304,0.8,0.014689265536723157,0.01638764752144465
0.1861086375779163,1.0,0.009039548022598865,0.011731654956081153
0.22333036509349954,1.2,0.01205273069679849,0.01592781784300872
0.27916295636687444,1.5,0.014783427495291898,0.021243764682919945
0.3722172751558326,2.0,0.018738229755178915,0.03376224195935634
0.5583259127337489,3.0,0.043408662900188306,0.0867270808866645
